2,1961,1,9
2,1961,2,11
2,1961,3,9
2,1961,4,20
2,1961,5,31
2,1961,6,26
2,1961,7,18
2,1961,8,19
2,1961,9,18
2,1961,10,13
2,1961,11,29
2,1961,12,40
2,1961,13,28
2,1961,14,17
2,1961,15,15
2,1961,16,21
2,1961,17,24
2,1961,18,15
2,1961,19,32
2,1961,20,22
2,1961,21,24
2,1961,22,11
2,1961,23,27
1,1961,24,12
1,1961,25,41
1,1961,26,15
1,1961,27,18
1,1961,28,11
1,1961,29,19
1,1961,30,19
1,1961,31,9
1,1961,32,21
1,1961,33,22
1,1961,34,23
1,1961,35,14
1,1961,36,19
1,1961,37,15
1,1961,38,13
1,1961,39,22
1,1961,40,42
1,1961,41,29
1,1961,42,21
1,1961,43,12
1,1961,44,16
2,1961,45,17
2,1961,46,27
2,1961,47,37
2,1961,48,32
2,1961,49,25
2,1961,50,20
2,1961,51,40
2,1961,52,21
2,1961,53,18
2,1961,54,35
2,1961,55,21
2,1961,56,25
2,1961,57,34
2,1961,58,42
2,1961,59,27
2,1961,60,34
2,1961,61,47
2,1961,62,36
2,1961,63,15
2,1961,64,26
2,1961,65,27
2,1961,66,18
2,1961,67,16
2,1961,68,32
2,1961,69,28
2,1961,70,17
2,1961,71,16
2,1961,72,19
2,1961,73,18
2,1961,74,22
2,1961,75,37
2,1961,76,29
2,1961,77,18
2,1961,78,14
2,1961,79,14
2,1961,80,18
2,1961,81,21
2,1961,82,39
2,1961,83,39
2,1961,84,21
2,1961,85,15
2,1961,86,17
2,1961,87,20
2,1961,88,24
2,1961,89,30
2,1961,90,25
2,1961,91,8
2,1961,92,21
2,1962,1,9
2,1962,2,20
2,1962,3,15
2,1962,4,14
2,1962,5,30
2,1962,6,23
2,1962,7,15
2,1962,8,14
2,1962,9,16
2,1962,10,20
1,1962,11,17
1,1962,12,23
1,1962,13,16
1,1962,14,20
1,1962,15,13
1,1962,16,13
1,1962,17,9
1,1962,18,10
1,1962,19,27
1,1962,20,12
1,1962,21,7
1,1962,22,11
1,1962,23,15
1,1962,24,19
1,1962,25,32
1,1962,26,22
1,1962,27,24
1,1962,28,9
2,1962,29,10
2,1962,30,14
2,1962,31,18
2,1962,32,26
2,1962,33,38
2,1962,34,31
2,1962,35,12
2,1962,36,8
2,1962,37,22
2,1962,38,17
2,1962,39,31
2,1962,40,49
2,1962,41,23
2,1962,42,14
2,1962,43,25
2,1962,44,24
2,1962,45,18
2,1962,46,19
1,1962,47,29
1,1962,48,17
1,1962,49,17
1,1962,50,15
1,1962,51,25
1,1962,52,9
1,1962,53,16
1,1962,54,25
1,1962,55,25
1,1962,56,16
1,1962,57,22
1,1962,58,21
1,1962,59,17
1,1962,60,26
1,1962,61,41
1,1962,62,25
1,1962,63,12
1,1962,64,17
2,1962,65,21
2,1962,66,19
2,1962,67,24
2,1962,68,44
2,1962,69,31
2,1962,70,21
2,1962,71,20
2,1962,72,19
2,1962,73,20
2,1962,74,29
2,1962,75,48
2,1962,76,36
2,1962,77,15
2,1962,78,16
2,1962,79,29
2,1962,80,12
1,1962,81,24
1,1962,82,26
1,1962,83,16
1,1962,84,15
1,1962,85,12
1,1962,86,22
1,1962,87,24
1,1962,88,16
1,1962,89,25
1,1962,90,14
1,1962,91,15
1,1962,92,9
